रूपसी,rūpsī
रूपा,rūpā
रूपी,rūpī
रूप्य,rūpyă
रूम,rūm
रूमानियत,rūmāniyat
रूमानी,rūmānī
रूमाल,rūmāl
रूमाली,rūmālī
रूमी,rūmī
रूर,rūra
रूल,rūl
रूस,rūs
रूस,rūs
रूस,rūs
रूसना,rūsnā
रूसा,rūsā
रूसी,rūsī
रूसी,rūsī
रूह,rūh
रूहत,rūhat
रूहा,rūhā
रूहानी,rūhānī
रेंक,reṁk
रेंकना,reṁknā
रेंगटा,reṁgṭā
रेंगना,reṁgnā
रेंगनी,reṁgnī
रेंगाई,reṁgāī
रेंगाना,reṁgānā
रेंट,reṁṭ
रेंट,reṁṭ
रेंटा,reṁṭā
रेंटा,reṁṭā
रेंड़,reṁṛ
रेंड़ा,reṁṛā
रेंड़ी,reṁṛī
रेंड़ू,reṁṛū
रेंरें,reṁreṁ
रे,re
रेख,rekh
रेख़ता,reḵẖtā
रेख़ती,reḵẖtī
रेखा,rekhā
रेखान,rekhān
रेग,reg
रेगर,regar
रेघारी,reghārī
रेज़,rez
रेज़गारी,rezgārī
रेज़गी,rezăgī
रेज़ा,rezā
रेणु,reṇu
रेणुका,reṇukā
रेत,ret
रेतना,retnā
रेतनी,retnī
रेतल,retal
रेतला,retlā
रेतली,retlī
रेतस्,retas
रेता,retā
रेताई,retāī
रेतियाना,retiyānā
रेती,retī
रेतीला,retīlā
रेफ,reph
रेल,rel
रेल,rel
रेलना,relnā
रेलवे,relve
रेला,relā
रेव,rev
रेव,rev
रेवंती,revantī
रेवंद,revand
रेवड़,revaṛ
रेवड़ी,revṛī
रेवती,revătī
रेशम,reśam
रेशमी,reśmī
रेशा,reśā
रेस्टरंट,resṭăraṇṭ
रेस्टरेंट,resṭăreṁṭ
रेस्तराँ,restărāṁ
रेह,reh
रेह,reh
रेहकला,rehăklā
रेहड़,rehaṛ
रेहड़ी,rehṛī
रेहड़ी,rehṛī
रेहन,rehn
रेहना,rehnā
रेहू,rehū
रैंस,raiṁs
रैदासी,raidāsī
रैन,rain
रैनी,rainī
रैयत,raiyat
रैंय़ा,raiyā
रोंआर,roṁār
रोंगटा,roṁgṭā
रोंगटी,roṅgṭī
रोंघटा,roṅghṭā
रोंटगी,roṁṭgī
रोंथना,roṁthnā
रोंपना,roṁpnā
रोआँ,roāṁ
रोआँसा,roāṁsā
रोआब,roāb
रोक,rok
रोकड़,rokaṛ
रोकड़िया,rokṛiyā
रोकन,rokan
रोकना,roknā
रोकू,rokū
रोग,rog
रोग़न,roGan
रोग़नी,roGnī
रोगिणी,rogiṇī
रोगी,rogī
रोगीला,rogīlā
रोचक,rocak
रोचन,rocan
रोज,roj
रोज़,roz
रोज़गार,rozgār
रोज़गारी,rozgārī
रोज़ा,rozā
रोज़ाना,rozānā
रोज़ी,rozī
रोज़ीना,rozīnā
रोझ,rojh
रोट,roṭ
रोटा,roṭā
रोटिया,roṭiyā
रोटी,roṭī
रोड़ा,roṛā
रोड़ी,roṛī
रोदा,rodā
रोदन,rodan
रोध,rodh
रोधक,rodhak
रोधन,rodhan
रोना,ronā
रोना,ronā
रोनीधोनी,ronīdhonī
रोप,rop
रोपक,ropak
रोपण,ropaṇ
रोपना,ropnā
रोपना,ropnā
रोपर,ropar
रोपित,ropit
रोब,rob
रोबीला,robīlā
रोम,rom
रोमश,romaś
रोयाँ,royāṁ
रोयाराट,royārāṭ
रोर,ror
रोरी,rorī
रोल,rol
रोल,rol
रोल,rol
रोलन,rolan
रोलना,rolnā
रोला,rolā
रोली,rolī
रोव,rov
रोशन,rośan
रोशनाई,rośnāī
रोशनी,rośnī
रोष,roṣ
रोषण,roṣaṇ
रोषित,roṣit
रोषी,roṣī
रोस,ros
रोहट,rohaṭ
रोहण,rohaṇ
रोहिण,rohiṇ
रोहिणी,rohiṇī
रोहित,rohit
रोही,rohī
रोहू,rohū
रौंट,rauṁṭ
रौंटना,rauṁṭnā
रौंटि,rauṁṭi
रौंटी,rauṁṭī
रौंदन,rauṁdan
रौंदना,rauṁdnā
रौंस,rauṁs
रौंस,rauṁs
रौ,rau
रौग़न,rauGan
रौज़ा,rauzā
रौताई,rautāī
रौद्र,raudr
रौद्रता,raudrătā
रौनक़,raunaq
रौना,raunā
रौना,raunā
रौना,raunā
रौर,raur
रौर,raur
रौरव,raurav
रौरा,raurā
रौराट,raurāṭ
रौल,raul
रौला,raulā
रौवार,rauvār
रौशन,rauśan
रौस,raus
रौसती,raustī
रौसली,rauslī
रौहिण,rauhiṇ
ल,la
लंक,laṅk
लंका,laṅkā
लंकाई,laṅkāī
लंकायिका,laṅkāyikā
लंकिलाट,laṅkilāṭ
लंकेसर,laṅkesar
लंग,laṅg
लंगड़,laṅgaṛ
लँगड़,laṁgaṛ
लँगड़ा,laṁgṛā
लँगड़ा,laṁgṛā
लँगड़ाई,laṁgṛāī
लँगड़ाना,laṁgṛānā
लँगड़ापन,laṁgṛāpan
लँगड़ाहट,laṁgṛāhaṭ
लंगर,laṅgar
लँगरई,laṁgraī
लँगरवा,laṅgarvā
लँगराई,laṁgrāī
लंगरी,laṅgrī
लँगरैया,laṁgraiyā
लंगी,laṅgī
लंगी,laṅgī
लंगूर,laṅgūr
लंगूरी,laṅgūrī
लँगोचा,laṁgocā
लँगोट,laṁgoṭ
लँगोटा,laṁgoṭā
लँगोटिया,laṁgoṭiyā
लँगोटी,laṁgoṭī
लंघन,laṅghan
लँघना,laṁghnā
लँघनी,laṁghnī
लँघाना,laṁghānā
लंघित,laṅghit
लंघ्य,laṅghyă
लंठ,laṇṭh
लंठई,laṇṭhaī
लंड,laṇḍ
लंडी,laṇḍī
लँड़ूरा,laṁḍūrā
लंदफंद,landphand
लंपट,lampaṭ
लंपटता,lampaṭătā
लंब,lamb
लंबर,lambar
लंबर,lambar
लंबरी,lambarī
लंबा,lambā
लंबाई,lambāī
लँबाड़ा,laṁbāṛā
लंबान,lambān
लंबाना,lambānā
लंबायमान,lambāyămān
लंबाव,lambāv
लंबित,lambit
लंबी,lambī
लंबू,lambū
लंबोतरा,lambotrā
लकड़,lakaṛ
लकड़ा,lakṛā
लकड़ी,lakṛī
लक़दक़,laqdaq
लक़दक़,laqlaq
लक़वा,laqvā
लकीर,lakīr
लकीरना,lakīrnā
लकुट,lakuṭ
लकुटिया,lakuṭiyā
लकोरा,lakorā
लक्कड़,lakkaṛ
लक्का,lakkā
लक्का,lakkā
लक्खी,lakkhī
लक्खी,lakkhī
लक्ष,lakṣ
लक्षण,lakṣaṇ
लक्षणा,lakṣaṇā
लक्षणीय,lakṣăṇīyă
लक्षित,lakṣit
लक्ष्मण,lakṣmaṇ
लक्ष्मी,lakṣmī
लक्ष्य,lakṣyă
लख,lakh
लखना,lakhnā
लखनऊ,lakhnaū
लख़लख़ा,laḵẖlaḵẖā
लखलखाना,lakhlakhānā
लखा,lakhā
लखाई,lakhāī
लखाउ,lakhāu
लखिया,lakhiyā
लखेरन,lakheran
लखेरा,lakherā
लखौट,lakhauṭ
लखौटा,lakhauṭā
लख़्त,laḵẖt
लग,lag
लगड़,lagaṛ
लगड़ा,lagṛā
लगत,lagat
लगती,lagtī
लगन,lagan
लगन,lagan
लगना,lagnā
लगभग,lagbhag
लगलग,laglag
लगवा,lagvā
लगवाना,lagvānā
लगसी,lagsī
लगाई,lagāī
लगातार,lagātār
लगान,lagān
लगाना,lagānā
लगाम,lagām
लगाव,lagāv
लगावट,lagāvaṭ
लागावन,lagāvan
लगि,lagi
लगी,lagī
लगुड़,laguṛ
लगेज,lagej
लगौंह,lagauṁh
लगौना,lagaunā
लग्गा,laggā
लग्गी,laggī
लग्न,lagn
लघु,laghu
लघुता,laghutā
लचक,lacak
लचकना,lacaknā
लचका,lackā
लचकाना,lackānā
लचना,lacnā
लचना,lacnā
लचर,lacar
लचलच,laclac
लचलचा,laclacā
लचलचाना,laclacānā
लचाना,lacānā
लचाव,lacāv
लचीला,lacīlā
लच्छा,lacchā
लच्छी,lacchī
लछमन,lachman
लछियाना,lachiyānā
लजलजा,lajlajā
लजलजाना,lajlajānā
लजवाना,lajvānā
लजाऊ,lajāū
लजाधुर,lajādhur
लजाना,lajānā
लजालू,lajālū
लज़ीज़,lazīz
लजीला,lajīlā
लज़्ज़त,lazzat
लज्जा,lajjā
लज्जालु,lajjālu
लज्जित,lajjit
लट,laṭ
लट,laṭ
लटक,laṭak
लटकन,laṭkan
लटकना,laṭaknā
लटका,laṭkā
लटकाना,laṭkānā
लटकाव,laṭkāv
लटकौवा,laṭkauvā
लटन,laṭan
लटना,laṭnā
लटपट,laṭpaṭ
लटपटाना,laṭpaṭānā
लटपटिया,laṭpaṭiyā
लटाई,laṭāī
लटी,laṭī
लटू,laṭū
लटूरिया,laṭūriyā
लटूरी,laṭūrī
लटोरा,laṭorā
लट्टू,laṭṭū
लट्ठ,laṭṭh
लट्ठमलट्ठा,laṭṭhamlaṭṭhā
लट्ठर,laṭṭhar
लट्ठा,laṭṭhā
लठपठ,laṭhpaṭh
लठिया,laṭhiyā
लठैत,laṭhait
लड़ंगो,laṛaṅgo
लड़ंत,laṛant
लड़ंतिया,laṛantiyā
लड़,laṛ
लड़क,laṛak
लड़कपन,laṛakpan
लड़का,laṛkā
लड़काई,laṛkāī
लड़की,laṛkī
लड़कोरी,laṛkorī
लड़कौरा,laṛkaurā
लड़कौरी,laṛkaurī
लड़खड़ाना,laṛkhaṛānā
लड़खड़ाहट,laṛkhaṛāhaṭ
लड़खड़ी,laṛkhaṛī
लड़ना,laṛnā
लड़बड़ा,laṛbaṛā
लड़बड़ाना,laṛbaṛānā
लड़बावर,laṛbāvr
लड़वाना,laṛvānā
लड़ा,laṛā
लड़ाई,laṛāī
लड़ाका,laṛākā
लड़ाकू,laṛākū
लड़ाना,laṛānā
लड़ामनी,laṛāmnī
लड़ी,laṛī
लड़ैत,laṛait
लड़ैत,laṛait
लड़ोकरा,laṛokrā
लड़ौरी,laṛaurī
लड्डू,laḍḍū
लढ़ा,laṛhā
लढ़ी,laṛhī
लत,lat
लत,lat
लतर,latar
लतरी,latrī
लतरी,latrī
लता,latā
लताड़,latāṛ
लताड़ना,latāṛnā
लताफ़त,latāfat
लतिका,latikā
लतियल,latiyal
लतियाना,latiyānā
लती,latī
लतीफ़,latīf
लतीफ़ा,latīfā
लतेड़ना,lateṛnā
लतैत,latait
लत्तमजुत्ता,lattamjuttā
लत्तर,lattar
लत्ता,lattā
लत्ती,lattī
लत्ती,lattī
लत्तू,lattū
लथड़ना,lathaṛnā
लथपथ,lathpath
लथाड़ना,lathāṛnā
लथेड़ना,latheṛnā
लदना,ladnā
लदनिया,ladniyā
लदनी,ladnī
लदफँदा,ladphaṁdā
लदवाना,ladvānā
लदाई,ladāī
लदाऊ,ladāū
लदाव,ladāv
लद्दू,laddū
लद्धर,laddhar
लनतरानी,lantărānī
लप,lap
लप,lap
लपक,lapak
लपकना,lapaknā
लपका,lapkā
लपकाना,lapkānā
लपकी,lapkī
लपची,lapcī
लपझप,lapjhap
लपट,lapaṭ
लपटना,lapaṭnā
लपटा,lapṭā
लपटाना,lapṭānā
लपटी,lapṭī
लपटीला,lapṭīlā
लपड़शपड़,lapaṛśapaṛ
लपलपाणा,laplapānā
लपलपाहट,laplapāhaṭ
लपसी,lapsī
लपाटी,lapāṭī
लपानक,lapānak
लपाना,lapānā
लपेट,lapeṭ
लपेटन,lapeṭan
लपेटना,lapeṭnā
लपेटवाँ,lapeṭvāṁ
लपेटा,lapeṭā
लप्पड़,lappaṛ
लप्पा,lappā
लप्पा,lappā
लफ़ंगा,lafaṅgā
लफड़ा,laphṛā
लफ़ज़ी,lafzī
लफ़्ज़,lafz
लफ़्टन,lafṭan
लफ़्टेंट,lafṭeṁṭ
लफ़्फ़ाज़,laffāz
लफ़्फ़ाज़ी,laffāzī
लब,lab
लबड़,labaṛ
लबड़ना,labaṛnā
लबड़ा,labṛā
लबदार,labdār
लबना,labnā
लबनी,labnī
लबरा,labrā
लबलबाना,lablabānā
लबलबी,lablabī
लबाड़,labāṛ
लबड़िया,labāṛiyā
लबाड़ी,labāṛī
लबाड़ी,labāṛī
लबादा,labādā
लबाब,labāb
लबार,labār
लबारी,labārī
लबी,labī
लबेड़ा,labeṛā
लबेदा,labedā
लबेल,label
लब्ध,labdh
लब्धि,labdhi
लभ्य,labhyă
लम,lam
लमकना,lamaknā
लमकाना,lamkānā
लमहा,lamhā
लमेरा,lamerā
लम्हर,lamhar
लय,lay
लय,lay
लयन,layan
लयारी,layārī
लर,lar
लरज़,larz
लरज़ान,larzān
लरज़ाना,larzānā
लरिकाई,larikāī
ललक,lalak
ललकना,lalaknā
ललकाना,lalkānā
ललकार,lalkār
लरकारना,lalkārnā
ललचना,lalacnā
ललचाना,lalcānā
ललचिटा,lalciṭā
ललचित्रा,lalcitrā
ललचौह,lalcauh
ललछौंह,lalchauṁh
ललदंबु,laldambu
ललन,lalan
ललना,lalănā
ललना,lalnā
ललसाना,lalsānā
लला,lalā
ललाई,lalāī
ललाई,lalāī
ललाट,lalāṭ
ललाटिका,lalāṭikā
ललाना,lalānā
ललाम,lalām
ललामक,lalāmak
ललार,lalār
ललित,lalit
ललिता,lalitā
ललियाना,laliyānā
ललियाना,laliyānā
लली,lalī
लल्ला,lallā
लल्लू,lallū
लल्लो,lallo
लवंग,lavaṅg
लव,lav
लव,lav
लवण,lavaṇ
लवणता,lavaṇătā
लवन,lavan
लवनि,lavni
लवनित,lavănit
लवलीन,lavălīn
लवा,lavā
लवाई,lavāī
लवाई,lavāī
लवाक,lavāk
लवाज़मा,lavāzmā
लवारा,lavārā
लशकर,laśkar
लशकरी,laśkarī
लशकरी,laśkarī
लश्टमपश्टम,laśṭampaśṭam
लस,las
लस,las
लसना,lasnā
लसनिया,lasaniyā
लसलसा,laslasā
लसलसाना,laslasānā
लसलसापन,laslasāpan
लसलसाहट,laslasāhaṭ
लसी,lasī
लसुन,lasun
लसोड़ा,lasoṛā
लस्टमपस्टम,lasṭampasṭam
लस्सा,lassā
लस्सी,lassī
लहँगा,lahaṁgā
लहंडा,lahaṇḍā
लह,lah
लहक,lahak
लहक,lahak
लहकना,lahaknā
लहकाना,lahkānā
लहकारना,lahkārnā
लहकावट,lahkāvaṭ
लहकीला,lahkīlā
लहकौर,lahkaur
लहकौरि,lahkauri
लहजा,lahjā
लहज़ा,lahzā
लहनदार,lahndār
लहना,lahnā
लहबर,lahbar
लहर,lahr
लहर,lahr
लहरा,lahrā
लहरा,lahrā
लहराना,lahrānā
रहरिया,lahriyā
लहरी,lahrī
लहरी,lahrī
लहलहा,lahlahā
लहलहाना,lahlahānā
लहलहाहट,lahlahāhaṭ
लहलही,lahlahī
लहलोट,lahloṭ
लहसुन,lahsun
लहसुनिया,lahsuniyā
लहसुनी,lahsunī
लहसोड़ा,lahsoṛā
लहास,lahās
लहास,lahās
लहासी,lahāsī
लहू,lahū
लहेरा,laherā
लाँक,lāṁk
लाँक,lāṁk
लाँक,lāṁk
लाँग,lāṁg
लाँगल,lāṁgal
लाँगूल,lāṁgūl
लाँघन,lāṁghan
लाँघना,lāṁghnā
लाँच,lāṁc
लांछन,lāñchan
लांछना,lāñchănā
लांछित,lāñchit
लाँड़,lāṁṛ
लाँड़ा,lāṁṛā
ला,lā
लाइन,lāin
लाई,lāī
लाई,lāī
लाई,lāī
लाक्षणिक,lākṣaṇik
लाक्षा,lākṣā
लाख,lākh
लाख,lākh
लाख,lākh
लाखा,lākhā
लाखी,lākhī
लाग,lāg
लाग,lāg
लागड़,lāgaṛ
लागत,lāgat
लागि,lāgi
लागी,lāgī
लागू,lāgū
लाघव,lāghav
लाचार,lācār
लाची,lācī
लाज,lāj
लाज,lāj
लाजवर्त,lājvart
लाजा,lājā
लाज़िम,lāzim
लाज़िमी,lāzimī
लाजी,lājī
लाझा,lājhā
लाट,lāṭ
लाट,lāṭ
लाट,lāṭ
लाट,lāṭ
लाटा,lāṭā
लाटी,lāṭī
लाठ,lāṭh
लाठा,lāṭhā
लाठी,lāṭhī
लाड़ं,lāṛ
लाड़ला,lāṛlā
लाड़ा,lāṛā
लाड़ा,lāṛā
लाड़ो,lāṛo
लाढ़िया,lāṛhiyā
लाढ़ियापन,lāṛhiyāpan
लात,lāt
लाद,lād
लादना,lādnā
लादिया,lādiyā
लादी,lādī
लादू,lādū
लानत,lānat
लानती,lānătī
लाना,lānā
लापसी,lāpsī
लाफना,lāphnā
लाभ,lābh
लाभ,lābh
लाम,lām
लाम,lām
लायक़,lāyaq
लायक़ी,lāyaqī
लार,lār
लार,lār
लाल,lāl
लाल,lāl
लाल,lāl
लालच,lālac
लालची,lālcī
लालन,lālan
लालसा,lālăsā
लालसित,lālăsit
लाला,lālā
लाला,lālā
लाला,lālā
लालायित,lālāyit
लालित,lālit
लालित्य,lālityă
लालिमा,lālimā
लाली,lālī
लाली,lālī
लाले,lāle
लाव,lāv
लाव,lāv
लाव,lāv
लाव,lāv
लाव,lāv
लाव,lāv
लाव,lāv
लावक,lāvak
लावक,lāvak
लावड़,lāvaṛ
लावणिक,lāvăṇik
लावण्य,lāvaṇyă
लावन,lāvan
लावन,lāvan
लावनी,lāvnī
लावनी,lāvnī
लावा,lāvā
लावा,lāvā
लावा,lāvā
लावा,lāvā
लाश,lāś
लास,lās
लासक,lāsak
लासना,lāsnā
लासना,lāsnā
लासा,lāsā
लासानी,lāsānī
लासिका,lāsikā
लास्य,lāsyă
लाह,lāh
लाह,lāh
लाह,lāh
लाहन,lāhan
लाहाल,lāhāl
लाही,lāhī
लाही,lāhī
लाह,lāhī
लाही,lāhī
लाहे,lāhe
लाहौर,lāhaur
लाहौरी,lāhaurī
लिंग,liṅg
लिंगन,liṅgan
लिंगायत,liṅgāyat
लिंगिता,liṅgitā
लिंगी,liṅgī
लिए,lie
लिक्खाड़,likkhāṛ
लिखंत,likhant
लिखत,likhat
लिखन,likhan
लिखना,likhnā
लिखनी,likhnī
लिखवाना,likhvānā
लिखाई,likhāī
लिखाना,likhānā
लिखावट,likhāvaṭ
लिखौटी,likhauṭī
लिखौती,likhautī
लिखित,likhit
लिखिया,likhiyā
लिजलिया,lijlijā
लीझड़ी,lijhṛī
लिटवाना,liṭvānā
लिटाना,liṭānā
लिट्ट,liṭṭ
लिट्टी,liṭṭī
लिड़बिड़ा,liṛbiṛā
लिथड़ना,lithaṛnā
लिपटंत,lipṭant
लिपटना,lipaṭnā
लिपटाना,lipṭānā
लिपटाव,lipṭāv
लिपड़ी,lipṛī
लिपना,lipnā
लिपवाना,lipvānā
लिपाई,lipāī
लिपाना,lipānā
लिपि,lipi
लिपिक,lipik
लिप्त,lipt
लिफ़ाफ़ा,lifāfā
लिफ़ाफ़िया,lifāfiyā
लिबड़ना,libaṛnā
लिबलिबा,liblibā
लिबलिबी,liblibī
लिबास,libās
लियाक़त,liyāqat
लिरुआ,liruā
लिलाड़,lilāṛ
लिलाना,lilānā
लिवाना,livānā
लिवाली,livālī
लिवैया,livaiyā
लिसना,lisnā
लिसलिसा,lislisā
लिहाई,lihāī
लिहाज़,lihāz
लिहाज़ा,lihāzā
लिहाड़ा,lihāṛā
लिहाड़ी,lihāṛī
लिहाफ़,lihāf
लिहैंडी,lihaiṇḍī
लीआ,līā
लीक,līk
लीख,līkh
लीचड़,līcaṛ
लीचड़पन,līcaṛpan
लीची,līcī
लिझी,lījhī
लीझो,lījho
लीतड़ा,lītṛā
लीद,līd
लीन,līn
लीन,līn
लीन्ह,līnh
लीन्हौ,līnhau
लीपन,līpan
लीपना,līpnā
लीबड़,lībaṛ
लीमू,līmū
लीर,līr
लील,līl
लीलना,līlnā
लीला,līlā
लीला,līlā
लीलावती,līlāvătī
लुँगाड़ा,luṁgāṛā
लुंगी,luṅgī
लुंचन,luñcan
लुंज,luṁj
लुंठित,luṇṭhit
लुंडमुंड,luṇḍmuṇḍ
लुंडा,luṇḍā
लुंडी,luṇḍī
लुआठी,luāṭhī
लुआब,luāb
लुक,luk
लुक,luk
लुकटी,lukṭī
लुकना,luknā
लुक़मा,luqmā
लुक़मान,luqmān
लुकांजन,lukāñan
लुकाठी,lukāṭhī
लुकाना,lukānā
लुकाव,lukāv
लुख,lukh
लुगड़ा,lugṛā
लुगड़ी,lugṛī
लुग़त,luGat
लुगदी,lugdī
लुगवा,lugvā
लुगाई,lugāī
लुच,luc
लुचपन,lucpan
लुचरा,lucrā
लुचुई,lucuī
लुच्चई,luccaī
लुच्चा,luccā
लुच्चाई,luccāī
लुच्चापन,luccāpan
लुजगुजा,lujgujā
लुजलुजा,lujlujā
लुटना,luṭnā
लुटवाना,luṭvānā
लुटवैया,luṭvaiyā
लुटाई,luṭāī
लुटाना,luṭānā
लुटाना,luṭānā
लुटाना,luṭānā
लुटिया,luṭiyā
लुटेरा,luṭerā
लुट्टस,luṭṭas
लुड़कना,luṛaknā
लुड़का,luṛkā
लुड़खुड़ी,luṛkhuṛī
लुढ़कना,luṛhaknā
लुढ़कनी,luṛhkanī
लुढ़काना,luṛhkānā
लुढ़ना,luṛhnā
लुढ़ियाना,luṛhiyānā
लुढ़ियावन,luṛhiyāvan
लुतरा,lutrā
लुत्फ़,lutf
लुनना,lunnā
लुनाई,lunāī
लुपड़ी,lupṛī
लुप्त,lupt
लुप्तता,luptătā
लुब्ध,lubdh
लुब्धक,lubdhak
लुभाना,lubhānā
लुभाव,lubhāv
लुभावना,lubhāvnā
लुवारा,luvārā
लुहँगी,luhaṁgī
लुहंडा,luhaṇḍā
लुहार,luhār
लुहारिन,luhārin
लू,lū
लूक,lūk
लूक,lūk
लूकट,lūkaṭ
लूकना,lūknā
लूकना,lūknā
लूकना,lūknā
लूका,lūkā
लूकी,lūkī
लुगा,lūgā
लूची,lūcī
लूट,lūṭ
लूटना,lūṭnā
लूटी,lūṭī
लूत,lūt
लून,lūn
लूना,lūnā
लूनी,lūnī
लूमना,lūmnā
लूला,lūlā
लूलुआ,lūluā
लूलू,lūlū
लूह,lūh
लेंड,leṁḍ
लेंड़,leṁṛ
लेंडरा,leṁḍrā
लेंड़ी,leṁṛī
लेंड़ी,leṁṛī
लेंढ़ा,leṁṛhā
लेंढ़ा,leṁṛhā
लेंहड़,leṁhaṛ
लेंहड़ा,leṁhṛā
लेई,leī
लेकिन,lekin
लेख,lekh
लेख,lekh
लेखक,lekhak
लेखकी,lekhăkī
लेखन,lekhan
लेखनी,lekhănī
लेखनीय,lekhănīyă
लेखा,lekhā
लेखिका,lekhikā
लेख्य,lekhyă
लेज,lej
लेजुर,lejur
लेजुरि,lejuri
लेटना,leṭnā
लेटाना,leṭānā
लेत,let
लेन,len
लेना,lenā
लेप,lep
लेपक,lepak
लेपन,lepan
लेपना,lepnā
लेप्य,lepyă
लेमू,lemū
लेरुआ,leruā
लेरू,lerū
लेला,lelā
लेलियाना,leliyānā
लेव,lev
लेवा,levā
लेवा,levā
लेवार,levār
लेश,leś
लेस,les
लेसना,lesnā
लेसना,lesnā
लेसाई,lesāī
लेहन,lehan
लेहना,lehnā
लेही,lehī
लेह्य,lehyă
लैंगिक,laiṅgik
लैन,lain
लैस,lais
लैस,lais
लैस्,lais
लों,loṁ
लोंहड़ा,loṁhṛā
लोई,loī
लोई,loī
लोई,loī
लोक,lok
लोक,lok
लोकनी,loknī
लोकाट,lokāṭ
लोखंड,lokhaṇḍ
लोखंड़ी,lokhṛī
लोखर,lokhar
लोग,log
लोगाई,logāī
लोच,loc
लोचन,locan
लोचना,locnā
लोट,loṭ
लोट,loṭ
लोटन,loṭan
लोटना,loṭnā
लोटनी,loṭnī
लोटा,loṭā
लोटासज्जी,loṭāsajjī
लोढ़ना,loṛhnā
लोढ़ा,loṛhā
लोढ़िया,loṛhiyā
लोढ़ी,loṛhī
लोथ,loth
लोथड़ा,lothṛā
लोथा,lothā
लोथी,lothī
लोदी,lodī
लोध,lodh
लोधी,lodhī
लोन,lon
लोन,lon
लोना,lonā
लोनी,lonī
लोनार,lonār
लोनिया,loniyā
लोनी,lonī
लोनी,lonī
लोप,lop
लोपन,lopan
लोबान,lobān
लोबिया,lobiyā
लोभ,lobh
लोभ,lobh
लोभनीय,lobhănīyă
लोभा,lobhā
लोभित,lobhit
लोभी,lobhī
लोम,lom
लोमड़ी,lomṛī
लोमश,lomaś
लोयन,loyan
लोर,lor
लोर,lor
लोरी,lorī
लोरी,lorī
लोल,lol
लोल,lol
लोलक,lolak
लोलकी,lolkī
लोला,lolā
लोला,lolā
लोलुप,lolup
लोलुपता,lolupătā
लोवा,lovā
लोह,loh
लोहड़ा,lohaṛā
लोहाँगी,lohāṁgī
लोहा,lohā
लोहागी,lohāgī
लोहाना,lohānā
लोहार,lohār
लोहारिन,lohārin
लोहित,lohit
लोहिया,lohiyā
लोहि,lohī
लोहू,lohū
लौं,lauṁ
लौंग,lauṁg
लौंगरा,lauṁgrā
लौंजी,lauṁjī
लौंडपन,lauṁḍpan
लौंडा,lauṁḍā
लौंडापन,lauṁḍāpan
लौंडिया,lauṁḍiyā
लौंडी,lauṁḍī
लौंद,lauṁd
लौंदरा,lauṁdrā
लौंदा,lauṁdā
लौ,lau
लौ,lau
लौ,lau
लौआ,lauā
लौकड़ा,laukṛā
लौकना,lauknā
लौका,laukā
लौका,laukā
लौकिक,laukik
लौकिकता,laukikătā
लौकी,laukī
लौट,lauṭ
लौटना,lauṭnā
लौटाना,lauṭānā
लौठा,lauṭhā
लौड़ा,lauṛā
लौदरा,laudrā
लौनी,launī
लौस,laus
लौह,lauh
लौहडा़,lauhṛā
ल्हेसना,lhesnā
व,va
वंका,vaṅkā
वंकिम,vaṅkim
वंग,vaṅg
वंगीय,vaṅgīyă
वंचक,vañcak
वंचन,vañcan
वंचना,vañcănā
वंचित,vañcit
वंट,vaṇṭ
वंटक,vaṇṭak
वंटन,vaṇṭan
वंत,vant
वंदन,vandan
वंदना,vandănā
वंदनीय,vandănīyă
वंदित,vandit
वंदी,vandī
वंद्य,vandyă
वंश,vaṃś
वंशिक,vaṃśik
वंशी,vaṃśī
वंशी,vaṃśī
व,va
वक,vak
वक़अत,vaqaʿat
वकालत,vakālat
वकील,vakīl
वकीली,vakīlī
वक़ूफ़,vaqūf
वक़्त,vaqt
वक्तव्य,vaktavyă
वक्ता,vaktā
वक्तृता,vaktr̥tā
वक्त्र,vaktră
वक़्फ़,vaqf
वक़्फ़ा,vaqfā
वक्र,vakr
वक्रता,vakrătā
वक्रिम,vakrim
वक्री,vakrī
वक्ष,vakṣ
वक्ष,vakṣaḥ
वखत,vakhat
वगै़रह,vaGairah
वगै़रा,vaGairā
वच,vac
वचन,vacan
वचवचाना,vacvacānā
वचा,vacā
वजड़ी,vajṛī
वज़न,vazn
वज़नी,vaznī
वजह,vajah
वज़ा,vazā
वज़ारत,vazārat
वज़ीफ़ा,vazīfā
वज़ीर,vazīr
वज़ीरी,vazīrī
वज़ू,vaẓū
वजूद,vajūd
वज्र,vajră
वज्रता,vajrătā
वज्री,vajrī
वट,vaṭ
वटका,vaṭkā
वटवट,vaṭvaṭ
वटवटाना,vaṭvaṭānā
वटिंका,vaṭikā
वटी,vaṭī
वटु,vaṭu
वटुक,vaṭuk
वड़िस,vaṛis
वणिक़,vaṇik
वत,vat
वत्,vat
वतन,vatan
वतनी,vatănī
वत्स,vats
वत्सर,vatsar
वत्सल,vatsal
वत्सलता,vatsalătā
वदन,vadan
वदि,vadi
वदान्य,vadānyă
वध,vadh
वधक,vadhak
वधू,vadhū
वधूटी,vadhūṭī
वध्य,vadhyă
वन,van
वनस्पति,vanaspati
वनानी,vanānī
वनिता,vanitā
वन्य,vanyă
वपन,vapan
वपु,vapu
वफ़ा,vafā
वफ़ाई,vafāī
वफ़ात,vafāt
वबा,vabā
वबाल,vabāl
वमन,vaman
वमि,vami
वय,vay
