Word,Translit,Normalized
सशोक,saśok,s a sh o k
सश्रम,saśram,s a sh r a m
ससिअर,sasiar,s a s i a r
ससुर,sasur,s a s u r
ससुराल,sasurāl,s a s u r aa l
ससुरी,sasurī,s a s u r ii
सस्ता,sastā,s a s t aa
सस्ताई,sastāī,s a s t aa ii
सस्तापन,sastāpan,s a s t aa p a n
सस्ती,sastī,s a s t ii
सह,sah,s a h
सहकार,sahkār,s a h k aa r
सहकारिता,sahkāritā,s a h k aa r i t aa
सहकारी,sahkārī,s a h k aa r ii
सहकार्य,sahkāry,s a h k aa r y
सहगमन,sahagman,s a h a g m a n
सहगामिनी,sahgāminī,s a h g aa m i n ii
सहगामी,sahgāmī,s a h g aa m ii
सहचर,sahcar,s a h c a r
सहचरी,sahacrī,s a h a c r ii
सहचारिणी,sahcāriṇī,s a h c aa r i n ii
सहचारी,sahcārī,s a h c aa r ii
सहज,sahaj,s a h a j
सहजन,sahjan,s a h j a n
सहजन्मा,sahjanmā,s a h j a n m aa
सहजात,sahjāt,s a h j aa t
सहता,sahtā,s a h t aa
सहन,sahan,s a h a n
सहन,sahan,s a h a n
सहन,sahan,s a h a n
सहनक,sahnak,s a h n a k
सहना,sahnā,s a h n aa
सहना,sahnā,s a h n aa
सहनीय,sahnīya,s a h n ii y a
सहपाठिनी,sahpāṭhinī,s a h p aa tth i n ii
सहपाठी,sahpāṭhī,s a h p aa tth ii
सहभागिता,sahbhāgitā,s a h bh aa g i t aa
सहभागी,sahbhāgī,s a h bh aa g ii
सहम,saham,s a h a m
सहमत,sahmat,s a h m a t
सहमति,sahamti,s a h a m t i
सहमना,sahamnā,s a h a m n aa
सहमरण,sahamraṇ,s a h a m r a n
सहमाना,sahmānā,s a h m aa n aa
सहयोग,sahyog,s a h y o g
सहयोगी,sahyogī,s a h y o g ii
सहयोजित,sahyojit,s a h y o j i t
सहर,sahar,s a h a r
सहरना,saharnā,s a h a r n aa
सहरा,sahrā,s a h r aa
सहराई,sahrāī,s a h r aa ii
सहरावन,sahrāvan,s a h r aa v a n
सहरी,sahrī,s a h r ii
सहरी,sahrī,s a h r ii
सहरोस,sahros,s a h r o s
सहल,sahal,s a h a l
सहलाना,sahlānā,s a h l aa n aa
सहलाहट,sahlāhaṭ,s a h l aa h a tt
सहवास,sahvās,s a h v aa s
सहवासी,sahvāsī,s a h v aa s ii
सहवैया,sahvaiyā,s a h v E y aa
सहस,sahas,s a h a s
सहस्,sahas,s a h a s
सहसा,sahsā,s a h s aa
सहस्त्र,sahastr,s a h a s t r
सहस्त्री,sahastrī,s a h a s t r ii
सहाऊ,sahāū,s a h aa uu
सहाना,sahānā,s a h aa n aa
सहानुभूति,sahānubhūti,s a h aa n u bh uu t i
सहाय,sahāy,s a h aa y
सहायक,sahāyak,s a h aa y a k
सहायता,sahāyatā,s a h aa y a t aa
सहायिका,sahāyikā,s a h aa y i k aa
सहायी,sahāyī,s a h aa y ii
सहार,sahār,s a h aa r
सहार,sahār,s a h aa r
सहारा,sahārā,s a h aa r aa
सहालग,sahālag,s a h aa l a g
सहावट,sahāvaṭ,s a h aa v a tt
सहावटी,sahāvṭī,s a h aa v tt ii
सहावल,sahāval,s a h aa v a l
सहींजन,sahīñjan,s a h ii n ~ j a n
सहिजन,sahijan,s a h i j a n
सहित,sahit,s a h i t
सहियारना,sahiyārnā,s a h i y aa r n aa
सहिष्णु,sahiṣṇu,s a h i sh n u
सहिष्णुता,sahiṣṇutā,s a h i sh n u t aa
सही,sahī,s a h ii
सहुआइन,sahuāin,s a h u aa i n
सहूलत,sahūlat,s a h uu l a t
सहूलियत,sahūliyat,s a h uu l i y a t
सहृदय,sahŕday,s a h r i d a y
सहेजना,sahejnā,s a h e j n aa
सहेजा,sahejā,s a h e j aa
सहेट,saheṭ,s a h e tt
सहेत,sahet,s a h e t
सहेतु,sahetu,s a h e t u
सहेतुक,sahetuk,s a h e t u k
सहेली,sahelī,s a h e l ii
सहोढ़,sahoṛh,s a h o rrh
सहोदर,sahodar,s a h o d a r
सह्य,sahy,s a h y
साँक,sā̃k,s aa ~ k
साँक,sā̃k,s aa ~ k
साँकर,sā̃kar,s aa ~ k a r
साँकर,sā̃kar,s aa ~ k a r
साँकरी,sā̃krī,s aa ~ k r ii
साँकल,sā̃kal,s aa ~ k a l
साँका,sā̃kā,s aa ~ k aa
सांकेतिक,sāṅketik,s aa ng k e t i k
साँखा,sā̃khā,s aa ~ kh aa
साँखा,sā̃khā,s aa ~ kh aa
सांखू,sāṅkhū,s aa ng kh uu
साँखौ,sā̃khau,s aa ~ kh O
सांख्य,sāṅkhy,s aa ng kh y
सांख्यिक़ी,sāṅkhyiqī,s aa ng kh y i q ii
सांख्यिकीय,sāṅkhyikīya,s aa ng kh y i k ii y a
सांग,sāṅg,s aa ng g
साँग,sā̃g,s aa ~ g
साँग,sā̃g,s aa ~ g
साँग,sā̃g,s aa ~ g
साँगर,sā̃gar,s aa ~ g a r
साँगह,sā̃gah,s aa ~ g a h
साँगी,sā̃gī,s aa ~ g ii
साँगी,sā̃gī,s aa ~ g ii
साँगी,sā̃gī,s aa ~ g ii
सांगीत,sāṅgīt,s aa ng g ii t
साँगुस,sā̃gus,s aa ~ g u s
साँघर,sā̃ghar,s aa ~ gh a r
साँघरा,sā̃ghrā,s aa ~ gh r aa
साँच,sā̃c,s aa ~ c
साँचा,sā̃cā,s aa ~ c aa
साँचा,sā̃cā,s aa ~ c aa
साँची,sā̃cī,s aa ~ c ii
साँज,sā̃j,s aa ~ j
साँझ,sā̃jh,s aa ~ jh
साँझलो,sā̃jhlo,s aa ~ jh l o
साँझी,sā̃jhī,s aa ~ jh ii
साँट,sā̃ṭ,s aa ~ tt
साँट,sā̃ṭ,s aa ~ tt
साँटना,sā̃ṭnā,s aa ~ tt n aa
साँटमारी,sā̃ṭmārī,s aa ~ tt m aa r ii
साँटा,sā̃ṭā,s aa ~ tt aa
साँटा,sā̃ṭā,s aa ~ tt aa
साँटि,sā̃ṭi,s aa ~ tt i
साँठ,sā̃ṭh,s aa ~ tth
साँठना,sā̃ṭhnā,s aa ~ tth n aa
साँठि,sā̃ṭhi,s aa ~ tth i
साँठी,sā̃ṭhī,s aa ~ tth ii
साँड़,sā̃ṛ,s aa ~ rr
साँड़नी,sā̃ṛnī,s aa ~ rr n ii
साँड़ा,sā̃ṛā,s aa ~ rr aa
साँड़िया,sā̃ṛiyā,s aa ~ rr i y aa
सांत,sānt,s aa n t
सांत्वन,sāntvan,s aa n t v a n
सांत्वना,sāntvanā,s aa n t v a n aa
साँथरी,sā̃thrī,s aa ~ th r ii
साँथल,sā̃thal,s aa ~ th a l
साँद,sā̃d,s aa ~ d
साँदा,sā̃dā,s aa ~ d aa
साँध,sā̃dh,s aa ~ dh
सांध्य,sāndhy,s aa n dh y
साँप,sā̃p,s aa ~ p
साँपन,sā̃pan,s aa ~ p a n
साँपा,sā̃pā,s aa ~ p aa
साँपिन,sā̃pin,s aa ~ p i n
सांप्रतिक,sāmpratik,s aa m p r a t i k
सांप्रदायिक,sāmpradāyik,s aa m p r a d aa y i k
सांप्रदायिकता,sāmpradāyiktā,s aa m p r a d aa y i k t aa
सांबर,sāmbar,s aa m b a r
साँबर,sā̃bar,s aa ~ b a r
साँभर,sā̃bhar,s aa ~ bh a r
साँभर,sā̃bhar,s aa ~ bh a r
साँभर,sā̃bhar,s aa ~ bh a r
साँय,sā̃y,s aa ~ y
साँव,sā̃v,s aa ~ v
साँवगी,sā̃vgī,s aa ~ v g ii
साँवटा,sā̃vṭā,s aa ~ v tt aa
साँवठा,sā̃vṭhā,s aa ~ v tth aa
साँवला,sā̃vlā,s aa ~ v l aa
साँवलापन,sā̃vlāpan,s aa ~ v l aa p a n
साँवलिया,sā̃vliyā,s aa ~ v l i y aa
साँवाँ,sā̃vā̃,s aa ~ v aa ~
साँस,sā̃s,s aa ~ s
साँसत,sā̃sat,s aa ~ s a t
सांसद,sānsad,s aa n s a d
साँसना,sā̃snā,s aa ~ s n aa
सांसर्गिक,sānsargik,s aa n s a r g i k
साँसा,sā̃sā,s aa ~ s aa
सांसारिक,sānsārik,s aa n s aa r i k
साँसिया,sā̃siyā,s aa ~ s i y aa
सांस्कृतिक,sānskŕtik,s aa n s k r i t i k
सा,sā,s aa
साइका,sāikā,s aa i k aa
साइत,sāit,s aa i t
साइर,sāir,s aa i r
साई,sāī,s aa ii
साई,sāī,s aa ii
साई,sāī,s aa ii
साईस,sāīs,s aa ii s
साईसी,sāīsī,s aa ii s ii
साउज,sāuj,s aa u j
साऊ,sāū,s aa uu
साऊ,sāū,s aa uu
साक,sāk,s aa k
साक,sāk,s aa k
साकल्य,sākaly,s aa k a l y
साका,sākā,s aa k aa
साकार,sākār,s aa k aa r
साकिन,sākin,s aa k i n
सक़ी,saqī,s a q ii
साक्ष,sākṣ,s aa k sh
साक्षर,sākṣar,s aa k sh a r
साक्षरता,sākṣartā,s aa k sh a r t aa
साक्षात्,sākṣāt,s aa k sh aa t
साक्षी,sākṣī,s aa k sh ii
साक्षी,sākṣī,s aa k sh ii
साक्षीकरण,sākṣīkraṇ,s aa k sh ii k r a n
साक्ष्य,sākṣy,s aa k sh y
साख,sākh,s aa kh
साख,sākh,s aa kh
साखा,sākhā,s aa kh aa
साखा,sākhā,s aa kh aa
साखि,sākhi,s aa kh i
साखि,sākhi,s aa kh i
साखी,sākhī,s aa kh ii
साखी,sākhī,s aa kh ii
साखी,sākhī,s aa kh ii
साखू,sākhū,s aa kh uu
साग,sāg,s aa g
सागभत्ता,sāgbhattā,s aa g bh a t t aa
सागर,sāgar,s aa g a r
साग़र,sāġar,s aa Gh a r
सागू,sāgū,s aa g uu
सागून,sāgūn,s aa g uu n
सागौती,sāgautī,s aa g O t ii
सागौन,sāgaun,s aa g O n
साज़,sāz,s aa z
साज,sāj,s aa j
साज,sāj,s aa j
साज,sāj,s aa j
साजन,sājan,s aa j a n
साज़िंदा,sāzindā,s aa z i n d aa
साज़िंश,sāzinś,s aa z i n sh
साज़िशी,sāziśī,s aa z i sh ii
साझा,sājhā,s aa jh aa
साझी,sājhī,s aa jh ii
साट,sāṭ,s aa tt
साटक,sāṭak,s aa tt a k
साटन,sāṭan,s aa tt a n
साटना,sāṭnā,s aa tt n aa
साटा,sāṭā,s aa tt aa
साटा,sāṭā,s aa tt aa
साठ,sāṭh,s aa tth
साठा,sāṭhā,s aa tth aa
साठी,sāṭhī,s aa tth ii
साडी़,sāḍी़,s aa dd ी ़
साढ़साती,sāṛhsātī,s aa rrh s aa t ii
साढी़,sāḍhी़,s aa ddh ी ़
साढी़,sāḍhी़,s aa ddh ी ़
साढी़,sāḍhी़,s aa ddh ी ़
साढ़ू,sāṛhū,s aa rrh uu
साढ़े,sāṛhe,s aa rrh e
सात्,sāt,s aa t
सात,sāt,s aa t
सातवीं,sātvī̃,s aa t v ii ~
सातू,sātū,s aa t uu
सातूर,sātūr,s aa t uu r
सात्तविक,sāttavik,s aa t t a v i k
सात्त्विकता,sāttviktā,s aa t t v i k t aa
सात्विक,sātvik,s aa t v i k
साथ,sāth,s aa th
साथर,sāthar,s aa th a r
साथरी,sāthrī,s aa th r ii
साथरौ,sāthrau,s aa th r O
साथिन,sāthin,s aa th i n
साथी,sāthī,s aa th ii
साद,sād,s aa d
सादगी,sādgī,s aa d g ii
सादर,sādar,s aa d a r
सादरा,sādrā,s aa d r aa
सादा,sādā,s aa d aa
सादापन,sādāpan,s aa d aa p a n
सादृश्य,sādŕśy,s aa d r i sh y
सादृश्यता,sādŕśyatā,s aa d r i sh y a t aa
साध,sādh,s aa dh
साध,sādh,s aa dh
साध,sādh,s aa dh
साधक,sādhak,s aa dh a k
साधन,sādhan,s aa dh a n
साधना,sādhnā,s aa dh n aa
साधना,sādhnā,s aa dh n aa
साधनी,sādhnī,s aa dh n ii
साधनीय,sādhnīya,s aa dh n ii y a
साधरण,sādhraṇ,s aa dh r a n
साधारणतया,sādhārṇatyā,s aa dh aa r n a t y aa
साधारणता,sādhāraṇtā,s aa dh aa r a n t aa
साधारणीकरण,sādhārṇīkraṇ,s aa dh aa r n ii k r a n
साधित,sādhit,s aa dh i t
साधु,sādhu,s aa dh u
साधुता,sādhutā,s aa dh u t aa
साध्य,sādhy,s aa dh y
साध्य,sādhy,s aa dh y
साध्वी,sādhvī,s aa dh v ii
सान,sān,s aa n
सान,sān,s aa n
सानना,sānnā,s aa n n aa
सानना,sānnā,s aa n n aa
सानी,sānī,s aa n ii
सानी,sānī,s aa n ii
सानु,sānu,s aa n u
सानुकूल,sānukūl,s aa n u k uu l
सानुज,sānuj,s aa n u j
सानुनासिक,sānunāsik,s aa n u n aa s i k
सान्निध्य,sānnidhy,s aa n n i dh y
सापराध,sāprādh,s aa p r aa dh
सापा,sāpā,s aa p aa
सापेक्ष,sāpekṣ,s aa p e k sh
सापेक्षता,sāpekṣatā,s aa p e k sh a t aa
सापेक्षिक,sāpekṣik,s aa p e k sh i k
सापेक्ष्य,sāpekṣy,s aa p e k sh y
साप्ताहिक,sāptāhik,s aa p t aa h i k
साफ़,sāf,s aa f
साफल्य,sāphaly,s aa ph a l y
साफ़ा,sāfā,s aa f aa
साफ़ापानी,sāfāpānī,s aa f aa p aa n ii
साफ़ी,sāfī,s aa f ii
साबर,sābar,s aa b a r
साबर,sābar,s aa b a r
साबर,sābar,s aa b a r
साबल,sābal,s aa b a l
साबिक़,sābiq,s aa b i q
साबक़ा,sābqā,s aa b q aa
साबित,sābit,s aa b i t
साबुन,sābun,s aa b u n
साबुत,sābut,s aa b u t
साबुनी,sābunī,s aa b u n ii
सामंजस्य,sāmañjasy,s aa m a n ~ j a s y
सामंत,sāmant,s aa m a n t
सामंती,sāmantī,s aa m a n t ii
सामंतीय,sāmantīya,s aa m a n t ii y a
साम,sām,s aa m
साम,sām,s aa m
सामक,sāmak,s aa m a k
सामग्री,sāmagrī,s aa m a g r ii
सामन,sāman,s aa m a n
सामना,sāmnā,s aa m n aa
सामने,sāmne,s aa m n e
सामयिक,sāmyik,s aa m y i k
सामयिकता,sāmyiktā,s aa m y i k t aa
सामरिक,sāmrik,s aa m r i k
सामर्थ,sāmarth,s aa m a r th
सामर्थी,sāmarthī,s aa m a r th ii
सामर्थ्य,sāmarthy,s aa m a r th y
सामाँ,sāmā̃,s aa m aa ~
सामा,sāmā,s aa m aa
सामाजिक,sāmājik,s aa m aa j i k
सामान,sāmān,s aa m aa n
सामान्य,sāmāny,s aa m aa n y
सामान्यीकरण,sāmānyīkraṇ,s aa m aa n y ii k r a n
सामान्यता,sāmānyatā,s aa m aa n y a t aa
सामिष,sāmiṣ,s aa m i sh
सामी,sāmī,s aa m ii
सामी,sāmī,s aa m ii
सामी,sāmī,s aa m ii
सामीप्य,sāmīpy,s aa m ii p y
सामुदायिक,sāmudāyik,s aa m u d aa y i k
सामुद्र,sāmudr,s aa m u d r
सामुद्रिक,sāmudrik,s aa m u d r i k
सामुद्रिक,sāmudrik,s aa m u d r i k
सामुद्रिकी,sāmudrikī,s aa m u d r i k ii
सामुहें,sāmuhẽ,s aa m u h e ~
साम्य,sāmy,s aa m y
साम्राज्य,sāmrājy,s aa m r aa j y
साम्हना,sāmhanā,s aa m h a n aa
साम्हने,sāmhane,s aa m h a n e
सायं,sāyam,s aa y a m
साय,sāy,s aa y
सायक,sāyak,s aa y a k
सायत,sāyat,s aa y a t
सायत,sāyat,s aa y a t
सायर,sāyar,s aa y a r
सायर,sāyar,s aa y a r
साया,sāyā,s aa y aa
साया,sāyā,s aa y aa
सायास,sāyās,s aa y aa s
सायुज्य,sāyujy,s aa y u j y
सारंग,sāraṅg,s aa r a ng g
सारंगिया,sāraṅgiyā,s aa r a ng g i y aa
सारंगी,sāraṅgī,s aa r a ng g ii
सार,sār,s aa r
सार,sār,s aa r
सार,sār,s aa r
सार,sār,s aa r
सारक,sārak,s aa r a k
सारण,sāraṇ,s aa r a n
सारणी,sārṇī,s aa r n ii
सारथी,sārthī,s aa r th ii
सारना,sārnā,s aa r n aa
सारबान,sārbān,s aa r b aa n
सारल्य,sāraly,s aa r a l y
सारस,sāras,s aa r a s
सारस्वत,sārasvat,s aa r a s v a t
सारा,sārā,s aa r aa
सारा,sārā,s aa r aa
सारा,sārā,s aa r aa
सारि,sāri,s aa r i
सारिका,sārikā,s aa r i k aa
सारिखना,sārikhnā,s aa r i kh n aa
सारिखा,sārikhā,s aa r i kh aa
सारी,sārī,s aa r ii
सारी,sārī,s aa r ii
सारो,sāro,s aa r o
सार्थ,sārth,s aa r th
सार्थक,sārthak,s aa r th a k
सार्थकता,sārthaktā,s aa r th a k t aa
सार्वकालिक,sārvakālik,s aa r v a k aa l i k
सार्वजनिक,sārvajnik,s aa r v a j n i k
सार्वजनिकता,sārvajniktā,s aa r v a j n i k t aa
सार्वजनीन,sārvajnīn,s aa r v a j n ii n
सार्वत्रिक,sārvatrik,s aa r v a t r i k
सार्वदेशिक,sārvadeśik,s aa r v a d e sh i k
सार्वभौम,sārvabhaum,s aa r v a bh O m
सार्वभौमिक,sārvabhaumik,s aa r v a bh O m i k
सार्वभौमिकता,sārvabhaumiktā,s aa r v a bh O m i k t aa
साल,sāl,s aa l
साल,sāl,s aa l
साल,sāl,s aa l
साल,sāl,s aa l
सालक,sālak,s aa l a k
सालन,sālan,s aa l a n
सालना,sālnā,s aa l n aa
सालरा,sālrā,s aa l r aa
सालस,sālas,s aa l a s
सालसा,sālsā,s aa l s aa
साला,sālā,s aa l aa
साला,sālā,s aa l aa
सालाना,sālānā,s aa l aa n aa
सालार,sālār,s aa l aa r
सालिग्राम,sāligrām,s aa l i g r aa m
सालियाना,sāliyānā,s aa l i y aa n aa
सालिस,sālis,s aa l i s
साली,sālī,s aa l ii
साली,sālī,s aa l ii
सालू,sālū,s aa l uu
सालोक्य,sāloky,s aa l o k y
सालोतरी,sālotrī,s aa l o t r ii
सावंत,sāvant,s aa v a n t
सावंती,sāvantī,s aa v a n t ii
सावकरन,sāvakran,s aa v a k r a n
सावकाश,sāvkāś,s aa v k aa sh
सावड़,sāvaṛ,s aa v a rr
सावधान,sāvdhān,s aa v dh aa n
सावधानता,sāvdhāntā,s aa v dh aa n t aa
सावधानी,sāvdhānī,s aa v dh aa n ii
सावधि,sāvdhi,s aa v dh i
सावन,sāvan,s aa v a n
सावनी,sāvnī,s aa v n ii
सावयव,sāvyav,s aa v y a v
सावर,sāvar,s aa v a r
सावर्ण्य,sāvarṇy,s aa v a r n y
सावित्री,sāvitrī,s aa v i t r ii
साष्टांग,sāṣṭāṅg,s aa sh tt aa ng g
सास,sās,s aa s
सासत,sāsat,s aa s a t
सासरा,sāsrā,s aa s r aa
सासु,sāsu,s aa s u
सास्ना,sāsnā,s aa s n aa
साह,sāh,s aa h
साह,sāh,s aa h
साहचर्य,sāhcary,s aa h c a r y
साहड़,sāhaṛ,s aa h a rr
साहपन,sāhpan,s aa h p a n
साहब,sāhab,s aa h a b
साहबा,sāhbā,s aa h b aa
साहबाना,sāhbānā,s aa h b aa n aa
साहबी,sāhbī,s aa h b ii
साहबी,sāhbī,s aa h b ii
साहस,sāhas,s aa h a s
साहसिक,sāhsik,s aa h s i k
साहसी,sāhsī,s aa h s ii
साहा,sāhā,s aa h aa
साहाय्य,sāhāyy,s aa h aa y y
साहि,sāhi,s aa h i
साहित्य,sāhity,s aa h i t y
साहित्यिक,sāhityik,s aa h i t y i k
साहित्यिकता,sāhityiktā,s aa h i t y i k t aa
साहिबा,sāhibā,s aa h i b aa
साहिल,sāhil,s aa h i l
साहिल,sāhil,s aa h i l
साहिली,sāhilī,s aa h i l ii
साही,sāhī,s aa h ii
साहुल,sāhul,s aa h u l
साहू,sāhū,s aa h uu
साहूपन,sāhūpan,s aa h uu p a n
सिंकना,siṅknā,s i ng k n aa
सिंगडा़,siṅgḍा़,s i ng g dd ा ़
सिंगरौर,siṅgraur,s i ng g r O r
सिंगा,siṅgā,s i ng g aa
सिंगार,siṅgār,s i ng g aa r
सिंगार,siṅgār,s i ng g aa r
सिंगारिया,siṅgāriyā,s i ng g aa r i y aa
सिंगारी,siṅgārī,s i ng g aa r ii
सिंगाला,siṅgālā,s i ng g aa l aa
सिंगिया,siṅgiyā,s i ng g i y aa
सिंगी,siṅgī,s i ng g ii
सिंगौटा,siṅgauṭā,s i ng g O tt aa
सिंगौटी,siṅgauṭī,s i ng g O tt ii
सिंगौटी,siṅgauṭī,s i ng g O tt ii
सिंघ,siṅgh,s i ng gh
सिंघल,siṅghal,s i ng gh a l
सिंघाडा़,siṅghāḍा़,s i ng gh aa dd ा ़
सिंघौटा,siṅghauṭā,s i ng gh O tt aa
सिंचन,siñcan,s i n ~ c a n
सिंचना,siñcnā,s i n ~ c n aa
सिंचाई,siñcāī,s i n ~ c aa ii
सिंचाना,siñcānā,s i n ~ c aa n aa
सिंचित,siñcit,s i n ~ c i t
सिंदूर,sindūr,s i n d uu r
सिंदूरा,sindūrā,s i n d uu r aa
सिंदूरिया,sindūriyā,s i n d uu r i y aa
सिंदूरी,sindūrī,s i n d uu r ii
सिंदूरी,sindūrī,s i n d uu r ii
सिंधारा,sindhārā,s i n dh aa r aa
सिंध,sindh,s i n dh
सिंधिया,sindhiyā,s i n dh i y aa
सिंधी,sindhī,s i n dh ii
सिंधु,sindhu,s i n dh u
सिंधुर,sindhur,s i n dh u r
सिंह,sinh,s i n h
सिंहल,sinhal,s i n h a l
सिंहली,sinhlī,s i n h l ii
सिंहली,sinhlī,s i n h l ii
सिंहिका,sinhikā,s i n h i k aa
सिंहिनी,sinhinī,s i n h i n ii
सिंही,sinhī,s i n h ii
सि,si,s i
सिकंदर,sikandar,s i k a n d a r
सिकंदरिया,sikandriyā,s i k a n d r i y aa
सिकटा,sikṭā,s i k tt aa
सिकड़ना,sikaṛnā,s i k a rr n aa
सिकडी़,sikḍी़,s i k dd ी ़
सिकता,siktā,s i k t aa
सिकरी,sikrī,s i k r ii
सिकली,siklī,s i k l ii
सिकली,siklī,s i k l ii
सिकहर,sikhar,s i kh a r
सिकुड़ण,sikuṛaṇ,s i k u rr a n
सिकुड़ना,sikuṛnā,s i k u rr n aa
सिकोड़,sikoṛ,s i k o rr
सिकोड़ना,sikoṛnā,s i k o rr n aa
सिक्का,sikkā,s i k k aa
सिक्ख,sikkh,s i k kh
सिक्त,sikt,s i k t
सिक्थ,sikth,s i k th
सिख,sikh,s i kh
सिखनी,sikhnī,s i kh n ii
सिखनौतु,sikhnautu,s i kh n O t u
सिखरन,sikhran,s i kh r a n
सिखलाना,sikhlānā,s i kh l aa n aa
सिखव,sikhav,s i kh a v
सिखवाना,sikhvānā,s i kh v aa n aa
सिखाई,sikhāī,s i kh aa ii
सिखाना,sikhānā,s i kh aa n aa
सिखापन,sikhāpan,s i kh aa p a n
सिखावन,sikhāvan,s i kh aa v a n
सिगडी़,sigḍी़,s i g dd ी ़
सिगौता,sigautā,s i g O t aa
सिजदा,sijdā,s i j d aa
सिजल,sijal,s i j a l
सिझाना,sijhānā,s i jh aa n aa
सिटकारी,siṭkārī,s i tt k aa r ii
सिटकिनी,siṭkinī,s i tt k i n ii
सिटपिटाना,siṭpiṭānā,s i tt p i tt aa n aa
सिट्टा,siṭṭā,s i tt tt aa
सिट्टी,siṭṭī,s i tt tt ii
सिट्ठी,siṭṭhī,s i tt tth ii
सिट्ठी,siṭṭhī,s i tt tth ii
सिठाई,siṭhāī,s i tth aa ii
सिठानी,siṭhānī,s i tth aa n ii
सियासी,siyāsī,s i y aa s ii
सिड़,siṛ,s i rr
सिड़पन,siṛpan,s i rr p a n
सिड़पना,siṛapnā,s i rr a p n aa
सिडा़,siḍा़,s i dd ा ़
सिडी़,siḍी़,s i dd ी ़
सितंबर,sitambar,s i t a m b a r
सित,sit,s i t
सितम,sitam,s i t a m
सिता,sitā,s i t aa
सिताब,sitāb,s i t aa b
सितार,sitār,s i t aa r
सितारा,sitārā,s i t aa r aa
सितारा,sitārā,s i t aa r aa
सिथल,sithal,s i th a l
सिथिल,sithil,s i th i l
सिदौस,sidaus,s i d O s
सिदौसी,sidausī,s i d O s ii
सिद्ध,siddh,s i d dh
सिद्धता,siddhatā,s i d dh a t aa
सिद्धि,siddhi,s i d dh i
सिधवाई,sidhvāī,s i dh v aa ii
सिधवाना,sidhvānā,s i dh v aa n aa
सिधाई,sidhāī,s i dh aa ii
सिधाना,sidhānā,s i dh aa n aa
सिधारना,sidhārnā,s i dh aa r n aa
सिधावट,sidhāvaṭ,s i dh aa v a tt
सिधौड़,sidhauṛ,s i dh O rr
सिनक,sinak,s i n a k
सिनकना,sinaknā,s i n a k n aa
सिपर,sipar,s i p a r
सिपह,sipah,s i p a h
सिपाह,sipāh,s i p aa h
सिपाहियाना,sipāhiyānā,s i p aa h i y aa n aa
सिपाही,sipāhī,s i p aa h ii
सिप्पा,sippā,s i p p aa
सिफ़त,sifat,s i f a t
सिफ़र,sifar,s i f a r
सिफ़ारत,sifārat,s i f aa r a t
सिफ़ारिश,sifāriś,s i f aa r i sh
सिफ़ारिशी,sifāriśī,s i f aa r i sh ii
सिमई,simaī,s i m a ii
सिमट,simaṭ,s i m a tt
सिमटन,simṭan,s i m tt a n
सिमटना,simaṭnā,s i m a tt n aa
सिमटी,simṭī,s i m tt ii
सिमल,simal,s i m a l
सिमसिम,simsim,s i m s i m
सिमसिमाना,simsimānā,s i m s i m aa n aa
सिमिटना,simiṭnā,s i m i tt n aa
सिम्त,simt,s i m t
सिय,siy,s i y
सियह,siyah,s i y a h
सियाऊ,siyāū,s i y aa uu
सियार,siyār,s i y aa r
सियारनी,siyārnī,s i y aa r n ii
सियारा,siyārā,s i y aa r aa
सियारिन,siyārin,s i y aa r i n
सियाल,siyāl,s i y aa l
सियाला,siyālā,s i y aa l aa
सियाली,siyālī,s i y aa l ii
सियावडी़,siyāvḍी़,s i y aa v dd ी ़
सियावडी़,siyāvḍी़,s i y aa v dd ी ़
सियावढ़,siyāvaṛh,s i y aa v a rrh
सियासत,siyāsat,s i y aa s a t
सियाह,siyāh,s i y aa h
सियाहा,siyāhā,s i y aa h aa
सिर,sir,s i r
सिरका,sirkā,s i r k aa
सिरकी,sirkī,s i r k ii
सिरज,siraj,s i r a j
सिरजनहार,sirjanhār,s i r j a n h aa r
सिरजना,sirajnā,s i r a j n aa
सिरजाना,sirjānā,s i r j aa n aa
सिरदार,sirdār,s i r d aa r
सिरवाली,sirvālī,s i r v aa l ii
सिरस,siras,s i r a s
सिरसा,sirsā,s i r s aa
सिरहाना,sirhānā,s i r h aa n aa
सिरांचा,sirāñcā,s i r aa n ~ c aa
सिरा,sirā,s i r aa
सिरा,sirā,s i r aa
सिरा,sirā,s i r aa
सिराज,sirāj,s i r aa j
सिरावन,sirāvan,s i r aa v a n
सिरिस,siris,s i r i s
सिरी,sirī,s i r ii
सिरीसाफ़,sirīsāf,s i r ii s aa f
सिरेश,sireś,s i r e sh
सिरेस,sires,s i r e s
सिरोही,sirohī,s i r o h ii
सिर्फ़,sirf,s i r f
सिल,sil,s i l
सिलगना,silagnā,s i l a g n aa
सिलगाना,silgānā,s i l g aa n aa
सिलना,silnā,s i l n aa
सिलपट,silpaṭ,s i l p a tt
सिलपट,silpaṭ,s i l p a tt
सिलवट,silvaṭ,s i l v a tt
सिलवाई,silvāī,s i l v aa ii
सिलवाना,silvānā,s i l v aa n aa
सिलसिला,silsilā,s i l s i l aa
सिलह,silah,s i l a h
सिला,silā,s i l aa
सिला,silā,s i l aa
सिलाई,silāī,s i l aa ii
सिलाई,silāī,s i l aa ii
सिलाजीत,silājīt,s i l aa j ii t
सिलाना,silānā,s i l aa n aa
सिलाना,silānā,s i l aa n aa
सिलाबाक,silābāk,s i l aa b aa k
सिलरास,silrās,s i l r aa s
